Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
106,Mike Conley\conlemi01,PG,32,UTA,41,35,1171,8.2,20.2,.405,3.3,8.9,.376,4.9,11.4,.429,3.9,4.9,.795,1.1,4.4,5.5,7.4,1.3,0.2,3.2,3.8,23.6,,108,112
107,Pat Connaughton\connapa01,SG,27,MIL,61,1,1119,4.9,10.7,.456,1.8,5.6,.321,3.1,5.1,.605,1.1,1.5,.750,2.3,8.3,10.6,3.9,0.8,1.2,1.9,2.5,12.6,,113,103
108,Quinn Cook\cookqu01,PG,26,LAL,38,0,409,8.8,20.1,.439,2.9,7.7,.379,5.9,12.4,.477,0.7,1.0,.667,0.8,3.8,4.7,4.7,1.3,0.1,2.9,2.7,21.3,,100,110
109,Tyler Cook\cookty01,PF,22,CLE,11,0,35,9.7,13.9,.700,0.0,0.0,,9.7,13.9,.700,7.0,8.3,.833,5.6,8.3,13.9,1.4,1.4,0.0,1.4,5.6,26.4,,150,116
110,Robert Covington\covinro01,PF,29,TOT,62,60,1867,7.0,16.1,.432,3.7,10.5,.349,3.3,5.6,.589,2.1,2.7,.796,1.3,8.5,9.9,1.8,2.4,2.0,2.3,4.9,19.7,,106,108
110,Robert Covington\covinro01,PF,29,MIN,48,47,1411,7.1,16.3,.435,3.6,10.3,.346,3.6,6.1,.587,2.5,3.1,.798,1.2,8.3,9.4,1.8,2.6,1.5,2.4,4.9,20.2,,106,109
110,Robert Covington\covinro01,PF,29,HOU,14,13,456,6.5,15.5,.421,4.1,11.4,.357,2.4,4.1,.600,1.1,1.4,.786,1.8,9.4,11.2,1.8,1.5,3.6,2.0,4.9,18.2,,109,106
111,Allen Crabbe\crabbal01,SG,27,TOT,37,1,653,4.5,12.6,.356,2.6,8.5,.303,1.9,4.1,.466,0.7,1.0,.714,0.8,4.7,5.5,2.4,1.1,0.3,1.2,3.4,12.3,,97,117
111,Allen Crabbe\crabbal01,SG,27,ATL,28,1,522,4.6,12.8,.364,2.7,8.3,.323,2.0,4.5,.440,0.8,1.1,.750,0.9,4.9,5.8,2.5,1.3,0.4,1.1,3.2,12.8,,100,117
111,Allen Crabbe\crabbal01,SG,27,MIN,9,0,131,3.9,12.0,.324,2.1,9.2,.231,1.8,2.8,.625,0.4,0.7,.500,0.4,3.9,4.3,1.8,0.0,0.0,1.8,3.9,10.3,,81,119
112,Torrey Craig\craigto01,SF,29,DEN,50,19,869,5.5,11.8,.462,2.0,6.2,.330,3.4,5.6,.606,1.1,1.8,.645,2.7,6.1,8.9,1.9,1.0,1.8,1.3,6.4,14.1,,115,110
113,Jae Crowder\crowdja01,SF,29,TOT,58,46,1695,5.5,14.3,.384,3.1,9.9,.318,2.3,4.4,.532,2.6,3.4,.785,1.3,8.5,9.8,4.2,1.9,0.6,1.7,3.5,16.8,,109,109
113,Jae Crowder\crowdja01,SF,29,MEM,45,45,1322,5.2,14.1,.368,2.8,9.4,.293,2.4,4.7,.519,2.6,3.4,.789,1.4,8.4,9.8,4.4,1.7,0.5,1.9,3.0,15.8,,106,110
113,Jae Crowder\crowdja01,SF,29,MIA,13,1,373,6.6,15.0,.439,4.6,11.7,.393,2.0,3.3,.600,2.6,3.4,.769,1.0,8.9,10.0,3.4,2.6,0.9,1.0,5.4,20.3,,124,106
114,Jarrett Culver\culveja01,SG,20,MIN,63,35,1506,7.1,17.5,.404,2.0,6.8,.299,5.1,10.7,.471,1.7,3.6,.462,2.2,4.4,6.5,3.4,1.8,1.2,2.5,3.9,17.9,,94,113
115,Seth Curry\curryse01,SG,29,DAL,59,20,1448,8.9,17.8,.500,4.5,10.0,.453,4.3,7.8,.560,2.5,2.9,.841,0.9,3.8,4.6,4.0,1.2,0.3,2.0,3.4,24.8,,124,114
116,Stephen Curry\curryst01,PG,31,GSW,5,5,139,11.4,28.2,.402,4.1,16.9,.245,7.2,11.4,.636,9.0,9.0,1.000,1.4,7.6,9.0,11.4,1.7,0.7,5.5,3.8,35.8,,109,113
117,Troy Daniels\danietr01,SG,28,TOT,42,0,457,6.5,16.6,.390,4.2,11.8,.354,2.3,4.8,.478,1.0,1.7,.625,1.2,3.5,4.8,1.5,0.8,0.3,0.9,3.1,18.1,,107,111
117,Troy Daniels\danietr01,SG,28,LAL,41,0,456,6.5,16.5,.392,4.2,11.7,.357,2.3,4.8,.478,1.0,1.7,.625,1.3,3.5,4.8,1.5,0.8,0.3,0.9,3.1,18.2,,108,111
117,Troy Daniels\danietr01,SG,28,DEN,1,0,1,0.0,49.4,.000,0.0,49.4,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,119
118,Anthony Davis\davisan02,PF,26,LAL,55,55,1889,12.8,25.0,.511,1.6,4.9,.335,11.2,20.2,.554,9.7,11.5,.845,3.1,9.9,13.0,4.3,2.1,3.4,3.4,3.5,37.0,,121,101
119,Ed Davis\davised01,C,30,UTA,25,0,268,2.5,6.2,.412,0.0,0.0,,2.5,6.2,.412,0.9,2.0,.455,5.3,12.0,17.3,1.5,1.8,1.6,2.4,10.0,6.0,,98,104
120,Terence Davis\daviste02,SG,22,TOR,64,2,1087,7.9,17.2,.463,3.9,9.7,.396,4.1,7.4,.550,2.0,2.3,.865,2.0,7.5,9.5,4.7,1.4,0.5,2.9,4.6,21.7,,113,106
121,Dewayne Dedmon\dedmode01,C,30,TOT,44,18,774,6.3,15.8,.400,1.4,6.6,.206,5.0,9.2,.541,1.9,2.2,.833,3.7,11.7,15.5,1.4,1.6,2.5,3.5,8.3,15.9,,90,108
121,Dewayne Dedmon\dedmode01,C,30,SAC,34,10,541,6.2,15.4,.404,1.3,6.4,.197,5.0,9.0,.550,2.1,2.5,.821,4.1,10.9,15.1,1.4,1.4,2.3,4.2,8.4,15.8,,89,108
121,Dewayne Dedmon\dedmode01,C,30,ATL,10,8,233,6.6,16.8,.393,1.6,7.2,.222,5.0,9.6,.521,1.4,1.6,.875,2.8,13.6,16.4,1.4,2.0,3.0,2.0,8.0,16.2,,94,107
122,Matthew Dellavedova\dellama01,PG,29,CLE,57,4,821,3.7,10.4,.354,1.2,5.4,.231,2.4,5.0,.488,1.9,2.2,.865,1.1,3.4,4.4,10.7,1.2,0.1,3.5,4.6,10.5,,103,118
123,DeMar DeRozan\derozde01,SF,30,SAS,61,61,2091,11.6,22.0,.526,0.2,0.7,.267,11.4,21.3,.535,7.8,9.2,.843,0.9,7.0,7.9,7.8,1.4,0.3,3.4,3.8,31.0,,117,115
124,Cheick Diallo\diallch01,C,23,PHO,44,2,467,9.0,13.9,.650,0.1,0.2,.500,8.9,13.7,.652,3.2,3.8,.865,2.8,10.0,12.9,2.2,1.0,1.2,3.0,5.5,21.4,,119,111
125,Hamidou Diallo\diallha01,SF,21,OKC,38,3,699,6.9,15.3,.452,0.5,2.4,.200,6.4,12.8,.500,2.0,3.1,.622,2.0,6.5,8.5,1.5,2.0,0.6,2.6,5.7,16.2,,93,109
126,Gorgui Dieng\dienggo01,C,30,TOT,58,17,1012,7.3,15.8,.461,2.3,6.5,.359,4.9,9.2,.532,2.8,3.8,.735,4.0,11.4,15.4,3.3,2.2,2.6,2.5,5.1,19.7,,112,106
126,Gorgui Dieng\dienggo01,C,30,MIN,46,17,778,7.4,16.5,.448,2.7,7.2,.383,4.7,9.4,.497,2.8,3.5,.797,4.4,10.9,15.3,3.5,2.2,2.5,2.6,5.3,20.3,,113,107
126,Gorgui Dieng\dienggo01,C,30,MEM,12,0,234,6.8,13.2,.515,1.0,4.4,.227,5.8,8.8,.659,2.8,4.8,.583,2.8,13.2,16.0,2.6,2.2,2.8,2.2,4.6,17.4,,110,103
127,Spencer Dinwiddie\dinwisp01,SG,26,BRK,64,49,1994,10.1,24.3,.415,2.9,9.5,.308,7.2,14.8,.485,8.3,10.6,.778,0.8,4.5,5.3,10.3,1.0,0.5,4.1,4.3,31.4,,111,112
128,Donte DiVincenzo\divindo01,SG,23,MIL,59,22,1362,7.0,15.2,.462,2.6,7.4,.344,4.5,7.8,.576,2.0,2.6,.769,2.0,7.7,9.7,4.6,2.7,0.6,2.4,3.3,18.6,,112,100
129,Luka Dončić\doncilu01,PG,20,DAL,54,54,1799,13.8,29.9,.461,4.2,13.2,.318,9.6,16.7,.574,9.9,13.2,.752,1.9,11.7,13.5,12.7,1.6,0.3,6.1,3.6,41.7,,116,108
130,Luguentz Dort\dortlu01,SG,20,OKC,29,21,637,5.0,12.0,.414,1.7,5.6,.301,3.3,6.4,.512,2.1,2.8,.778,1.1,3.0,4.1,1.6,1.8,0.2,1.1,6.0,13.8,,105,112
131,Damyean Dotson\dotsoda01,SG,25,NYK,48,0,836,7.0,16.9,.414,3.4,9.5,.362,3.6,7.4,.480,1.3,1.9,.667,0.6,4.7,5.3,3.3,1.3,0.2,1.2,2.6,18.7,,109,116
132,Sekou Doumbouya\doumbse01,SF,19,DET,38,19,754,6.0,15.4,.390,1.8,6.4,.286,4.2,9.0,.464,2.0,3.0,.674,1.3,6.4,7.7,1.2,1.3,0.5,2.3,5.2,15.9,,90,114
133,PJ Dozier\doziepj01,PG,23,DEN,21,0,234,7.6,19.2,.396,1.5,5.9,.250,6.1,13.3,.460,1.5,2.3,.636,1.1,5.3,6.3,6.1,1.5,1.1,2.3,5.7,18.1,,96,111
134,Goran Dragić\dragigo01,PG,33,MIA,54,1,1531,9.3,21.2,.437,3.8,10.0,.377,5.5,11.2,.491,5.4,7.1,.769,0.8,4.5,5.3,8.7,1.0,0.3,4.3,3.4,27.7,,110,113
135,Andre Drummond\drumman01,C,26,TOT,57,56,1879,10.9,20.5,.533,0.1,0.9,.143,10.8,19.6,.551,4.4,7.7,.575,6.5,16.1,22.6,4.0,2.8,2.4,5.3,5.3,26.4,,104,103
135,Andre Drummond\drumman01,C,26,DET,49,48,1654,10.7,20.2,.530,0.0,0.6,.048,10.7,19.6,.546,4.4,7.6,.584,6.7,16.3,23.0,4.1,2.9,2.4,5.2,5.2,25.9,,104,102
135,Andre Drummond\drumman01,C,26,CLE,8,8,225,12.5,22.7,.552,0.9,3.0,.286,11.7,19.7,.593,4.3,8.4,.513,5.2,14.1,19.2,3.0,2.6,2.4,6.3,5.4,30.3,,100,107
136,Jared Dudley\dudleja01,SF,34,LAL,40,1,311,3.1,7.7,.400,2.4,5.2,.471,0.6,2.4,.250,0.3,0.3,1.000,0.8,5.8,6.6,2.9,1.8,0.5,0.9,5.5,8.9,,118,107
137,Kris Dunn\dunnkr01,PG,25,CHI,51,32,1269,5.8,13.0,.444,1.1,4.3,.259,4.7,8.7,.535,1.5,2.0,.741,0.9,6.2,7.1,6.6,3.8,0.6,2.6,6.0,14.2,,104,106
138,Carsen Edwards\edwarca01,SG,21,BOS,35,0,316,5.7,17.3,.327,3.2,10.4,.309,2.4,6.9,.356,1.7,2.0,.846,0.9,5.7,6.6,3.4,1.5,0.5,2.3,5.1,16.2,,92,109
139,Henry Ellenson\ellenhe01,PF,23,BRK,5,0,15,3.2,22.1,.143,0.0,12.7,.000,3.2,9.5,.333,0.0,0.0,,6.3,12.7,19.0,3.2,0.0,0.0,0.0,3.2,6.3,,60,110
140,Wayne Ellington\ellinwa01,SG,32,NYK,36,1,558,5.3,15.2,.351,4.4,12.5,.350,1.0,2.7,.355,1.0,1.1,.846,0.3,5.3,5.7,3.8,1.1,0.3,1.6,3.6,16.0,,105,116
141,Joel Embiid\embiijo01,C,25,PHI,44,44,1329,12.1,25.6,.474,2.0,5.9,.348,10.1,19.7,.511,11.4,14.0,.814,4.5,14.5,19.0,5.0,1.4,2.1,4.9,5.5,37.7,,114,104
142,James Ennis\ennisja01,SF,29,TOT,61,10,1053,5.9,13.6,.435,2.2,6.4,.338,3.7,7.2,.523,2.9,3.6,.808,2.8,6.4,9.2,2.5,1.3,0.9,2.0,5.0,16.9,,111,110
142,James Ennis\ennisja01,SF,29,PHI,49,0,776,6.3,14.1,.442,2.3,6.6,.349,3.9,7.5,.525,3.0,3.8,.787,3.0,6.4,9.4,2.6,1.4,0.9,1.9,5.3,17.8,,113,109
142,James Ennis\ennisja01,SF,29,ORL,12,10,277,4.9,12.0,.412,1.8,5.8,.303,3.2,6.2,.514,2.6,3.0,.882,2.3,6.3,8.6,2.3,1.1,1.1,2.1,4.2,14.3,,105,111
143,Drew Eubanks\eubandr01,PF,22,SAS,14,3,130,7.8,10.3,.750,0.4,0.4,1.000,7.4,10.0,.741,3.0,4.1,.727,3.0,10.0,12.9,1.8,0.7,2.2,3.7,7.8,18.8,,121,112
144,Jacob Evans\evansja02,SG,22,TOT,29,1,418,5.2,15.3,.336,1.5,4.5,.333,3.7,10.9,.337,2.9,3.3,.862,1.0,3.7,4.7,3.5,1.3,1.4,2.9,4.7,14.6,,86,116
144,Jacob Evans\evansja02,SG,22,GSW,27,1,414,5.2,15.4,.338,1.5,4.4,.342,3.7,11.0,.337,2.9,3.4,.862,1.0,3.7,4.7,3.6,1.3,1.4,2.9,4.7,14.8,,86,116
144,Jacob Evans\evansja02,SG,22,MIN,2,0,4,0.0,11.6,.000,0.0,11.6,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,121
145,Dante Exum\exumda01,SG,24,TOT,35,1,485,5.6,11.9,.471,1.5,4.3,.349,4.1,7.6,.539,3.2,4.3,.744,1.2,5.5,6.7,4.0,1.3,0.8,3.1,3.8,16.0,,106,115
145,Dante Exum\exumda01,SG,24,UTA,11,0,83,5.9,13.5,.435,1.2,3.5,.333,4.7,10.0,.471,1.2,1.2,1.000,1.8,5.3,7.0,4.1,0.6,1.2,5.9,4.7,14.1,,83,112
145,Dante Exum\exumda01,SG,24,CLE,24,1,402,5.6,11.6,.479,1.6,4.5,.351,4.0,7.1,.559,3.6,5.0,.732,1.1,5.6,6.7,4.0,1.5,0.7,2.5,3.6,16.3,,112,116
146,Tacko Fall\fallta01,C,24,BOS,6,0,24,18.1,24.2,.750,0.0,0.0,,18.1,24.2,.750,2.0,6.0,.333,0.0,22.2,22.2,0.0,0.0,4.0,6.0,10.1,38.3,,98,98
147,Derrick Favors\favorde01,C,28,NOP,45,43,1089,8.0,12.9,.620,0.0,0.3,.143,8.0,12.6,.631,1.5,2.6,.581,6.2,12.6,18.9,3.2,1.1,1.9,2.2,4.2,17.6,,126,108
148,Cristiano Felício\feliccr01,PF,27,CHI,22,0,386,4.2,6.7,.630,0.0,0.2,.000,4.2,6.5,.654,2.2,2.9,.783,6.9,5.9,12.7,2.0,1.2,0.2,2.2,4.2,10.7,,130,112
149,Terrance Ferguson\fergute01,SF,21,OKC,50,37,1170,3.1,8.3,.372,1.9,6.4,.297,1.2,1.8,.636,0.6,0.8,.789,1.0,2.1,3.0,1.9,1.1,0.7,1.2,6.0,8.7,,100,114
150,Bruno Fernando\fernabr01,C,21,ATL,56,13,713,6.7,13.0,.518,0.3,2.4,.135,6.4,10.6,.605,1.9,3.3,.569,4.4,8.6,12.9,3.2,1.2,1.1,2.7,7.0,15.7,,107,114
151,Yogi Ferrell\ferreyo01,PG,26,SAC,44,0,484,6.8,17.0,.396,1.9,7.0,.275,4.8,10.1,.480,3.2,3.7,.865,0.6,4.2,4.8,5.9,1.4,0.4,2.5,3.1,18.6,,103,114
152,Dorian Finney-Smith\finnedo01,PF,26,DAL,64,61,1898,5.5,11.7,.468,2.5,6.8,.374,2.9,4.9,.599,1.8,2.5,.722,3.2,5.8,9.0,2.5,1.1,0.9,1.6,3.9,15.2,,122,112
153,Bryn Forbes\forbebr01,SG,26,SAS,63,62,1579,7.4,17.7,.417,4.5,11.6,.388,2.9,6.1,.470,2.3,2.7,.833,0.4,3.5,3.8,3.3,1.0,0.0,1.7,3.4,21.5,,109,118
154,Evan Fournier\fournev01,SG,27,ORL,61,61,1931,10.3,22.0,.470,4.2,10.3,.406,6.1,11.7,.525,4.2,5.2,.820,0.4,3.5,4.0,4.9,1.8,0.4,3.0,3.7,29.0,,112,112
155,De'Aaron Fox\foxde01,PG,22,SAC,45,43,1426,11.3,23.7,.475,1.6,5.2,.307,9.6,18.4,.523,7.4,10.5,.703,1.0,5.2,6.2,10.4,2.2,0.8,4.8,4.4,31.5,,110,111
156,Melvin Frazier\frazime01,SG,23,ORL,15,0,51,5.7,16.3,.353,3.8,6.7,.571,1.9,9.6,.200,1.9,3.8,.500,1.0,2.9,3.8,1.0,3.8,1.9,2.9,7.7,17.2,,86,105
157,Michael Frazier\frazimi01,SG,25,HOU,8,0,66,2.8,7.7,.364,1.4,5.6,.250,1.4,2.1,.667,2.8,4.2,.667,0.7,1.4,2.1,0.7,1.4,0.0,1.4,9.2,9.9,,99,115
158,Tim Frazier\fraziti01,PG,29,DET,27,11,355,4.7,13.0,.362,1.4,4.2,.333,3.3,8.9,.375,2.6,3.3,.792,1.2,3.3,4.6,12.9,1.9,0.6,5.0,5.8,13.4,,99,114
159,Markelle Fultz\fultzma01,PG,21,ORL,64,59,1813,8.6,18.2,.473,0.8,3.2,.254,7.8,15.0,.520,2.7,3.8,.723,0.9,4.8,5.7,9.0,2.2,0.3,3.5,3.4,20.8,,105,110
160,Wenyen Gabriel\gabriwe01,PF,22,TOT,28,1,210,4.6,10.5,.435,1.4,4.6,.300,3.2,5.9,.538,3.2,4.6,.700,4.1,6.4,10.5,1.8,2.3,1.4,3.7,8.0,13.7,,101,111
160,Wenyen Gabriel\gabriwe01,PF,22,SAC,11,0,61,4.8,13.6,.353,0.8,6.4,.125,4.0,7.2,.556,4.8,8.0,.600,3.2,4.8,8.0,2.4,2.4,1.6,4.0,5.6,15.2,,87,110
160,Wenyen Gabriel\gabriwe01,PF,22,POR,17,1,149,4.5,9.3,.483,1.6,3.8,.417,2.9,5.4,.529,2.6,3.2,.800,4.5,7.0,11.5,1.6,2.2,1.3,3.5,9.0,13.1,,109,112
161,Daniel Gafford\gaffoda01,C,21,CHI,43,7,609,7.4,10.6,.701,0.0,0.0,,7.4,10.6,.701,2.5,4.7,.533,4.1,4.3,8.4,1.7,1.0,4.4,2.3,7.8,17.4,,124,109
162,Danilo Gallinari\gallida01,PF,31,OKC,55,55,1690,9.5,21.6,.439,4.8,11.6,.409,4.7,10.0,.474,6.7,7.6,.886,0.9,7.8,8.7,3.3,1.2,0.1,2.0,1.9,30.4,,119,111
163,Langston Galloway\gallola01,SG,28,DET,66,6,1702,6.8,15.7,.435,3.8,9.6,.399,3.0,6.1,.493,2.1,2.5,.859,1.0,3.4,4.3,2.9,1.4,0.3,1.2,2.8,19.6,,118,116
164,Darius Garland\garlada01,PG,20,CLE,59,59,1824,7.5,18.6,.401,2.8,7.9,.355,4.7,10.7,.434,1.7,1.9,.875,0.7,2.2,3.0,6.1,1.1,0.1,4.0,2.5,19.4,,96,119
165,Marc Gasol\gasolma01,C,35,TOR,36,35,990,4.8,11.4,.419,2.5,6.1,.402,2.3,5.3,.440,1.3,1.7,.722,1.4,9.6,11.0,6.0,1.3,1.6,2.1,4.9,13.3,,112,104
166,Rudy Gay\gayru01,PF,33,SAS,60,5,1287,8.3,18.7,.442,2.2,6.9,.314,6.1,11.8,.517,3.7,4.2,.876,2.1,9.9,12.0,3.8,1.0,1.0,2.9,3.3,22.4,,105,113
167,Paul George\georgpa01,SF,29,LAC,42,42,1222,11.2,26.0,.432,5.1,12.8,.399,6.1,13.2,.463,6.4,7.2,.882,0.8,8.4,9.3,6.3,2.2,0.8,4.4,3.9,34.0,,111,105
168,Taj Gibson\gibsota01,C,34,NYK,62,56,1025,7.9,13.6,.584,0.2,0.7,.286,7.7,12.9,.599,1.9,2.7,.732,5.3,7.4,12.7,2.5,1.3,1.4,2.2,5.8,18.0,,121,113
169,Harry Giles\gilesha01,PF,21,SAC,38,17,579,9.8,17.4,.560,0.0,0.0,,9.8,17.4,.560,2.8,3.6,.767,2.8,10.6,13.4,4.1,1.8,1.2,2.9,8.4,22.3,,112,109
170,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,63,63,2214,9.7,20.6,.473,1.7,4.9,.351,8.0,15.7,.511,5.6,7.0,.801,1.0,7.5,8.4,4.6,1.5,1.0,2.6,2.4,26.7,,111,109
171,Rudy Gobert\goberru01,C,27,UTA,62,62,2142,8.0,11.5,.698,0.0,0.0,,8.0,11.5,.698,5.2,8.4,.621,4.8,14.5,19.3,2.1,1.1,2.8,2.7,4.5,21.3,,130,103
172,Brandon Goodwin\goodwbr01,PG,24,ATL,34,1,430,8.2,20.6,.400,2.8,9.4,.299,5.4,11.2,.485,3.0,3.3,.933,1.2,6.6,7.8,5.5,1.3,0.4,3.1,4.7,22.3,,101,116
173,Aaron Gordon\gordoaa01,PF,24,ORL,58,58,1914,8.0,18.5,.433,1.7,5.8,.301,6.3,12.8,.492,3.5,5.2,.675,2.6,8.6,11.2,5.5,1.3,0.9,2.4,3.0,21.2,,107,110
174,Eric Gordon\gordoer01,SG,31,HOU,34,13,972,7.7,20.9,.370,4.4,13.8,.319,3.3,7.2,.467,3.7,4.9,.757,0.4,2.7,3.1,2.5,1.1,0.6,1.7,3.3,23.6,,103,115
175,Devonte' Graham\grahade01,PG,24,CHO,63,53,2211,8.3,21.8,.382,4.9,13.3,.373,3.4,8.6,.397,4.3,5.3,.820,1.0,3.9,4.8,10.7,1.4,0.3,4.1,2.6,25.9,,109,116
176,Treveon Graham\grahatr01,SG,26,TOT,55,20,929,4.4,12.1,.360,1.7,6.0,.275,2.7,6.1,.443,1.8,2.8,.643,2.6,5.0,7.5,2.3,1.2,0.3,1.5,5.1,12.2,,99,116
176,Treveon Graham\grahatr01,SG,26,MIN,33,20,663,4.3,12.3,.354,1.4,5.8,.241,2.9,6.4,.457,1.9,2.6,.730,2.0,5.0,7.0,2.1,1.2,0.1,1.3,4.6,12.0,,97,116
176,Treveon Graham\grahatr01,SG,26,ATL,22,0,266,4.4,11.7,.373,2.3,6.5,.351,2.1,5.3,.400,1.6,3.3,.474,3.9,4.9,8.8,2.6,1.2,0.7,1.8,6.3,12.6,,104,117
177,Jerami Grant\grantje01,PF,25,DEN,64,22,1676,7.7,16.4,.471,2.6,6.5,.400,5.2,10.0,.518,3.8,5.1,.744,1.6,5.1,6.7,2.3,1.3,1.5,1.6,4.2,21.9,,116,111
178,Josh Gray\grayjo01,PG,26,NOP,2,0,23,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,0.0,0.0,,2.0,2.0,4.0,4.0,0.0,0.0,10.0,2.0,4.0,,47,119
179,Danny Green\greenda02,SG,32,LAL,61,61,1529,5.5,13.2,.419,3.5,9.3,.378,2.0,3.9,.516,1.0,1.4,.727,1.4,5.0,6.4,2.7,2.4,0.9,1.7,4.0,15.6,,111,106
180,Draymond Green\greendr01,PF,29,GSW,43,43,1222,4.8,12.4,.389,1.4,5.1,.279,3.4,7.3,.465,2.5,3.3,.759,0.9,9.5,10.4,10.4,2.3,1.3,3.8,4.3,13.5,,100,110
181,JaMychal Green\greenja01,PF,29,LAC,55,0,1130,5.2,12.6,.414,3.1,8.5,.363,2.1,4.1,.520,1.3,1.8,.727,3.1,11.4,14.5,1.8,1.0,0.8,1.9,6.1,14.9,,111,106
182,Javonte Green\greenja02,SF,26,BOS,44,1,414,5.7,11.4,.500,0.7,2.7,.261,5.0,8.8,.573,2.7,4.2,.639,2.1,7.2,9.3,2.7,2.7,0.8,2.1,4.3,14.8,,110,105
183,Jeff Green\greenje02,PF,33,TOT,40,2,754,7.4,16.7,.444,3.1,8.8,.348,4.3,7.9,.553,3.6,4.7,.781,1.5,5.7,7.2,2.0,1.3,1.0,2.3,4.1,21.5,,110,110
183,Jeff Green\greenje02,PF,33,UTA,30,2,553,6.6,17.2,.385,3.0,9.2,.327,3.6,8.0,.451,4.3,5.6,.778,1.2,5.9,7.1,1.8,1.1,0.9,2.4,4.1,20.5,,101,111
183,Jeff Green\greenje02,PF,33,HOU,10,0,201,9.5,15.3,.621,3.2,7.9,.412,6.2,7.4,.844,1.8,2.3,.800,2.1,5.3,7.4,2.8,2.1,1.2,2.1,4.4,24.0,,135,110
184,Blake Griffin\griffbl01,PF,30,DET,18,18,512,8.5,24.0,.352,2.6,10.7,.243,5.9,13.4,.439,7.3,9.4,.776,1.6,6.4,8.1,5.7,0.7,0.7,3.8,2.6,26.8,,97,115
185,Marko Guduric\gudurma01,SG,24,MEM,42,0,476,6.0,15.1,.396,2.5,7.9,.309,3.5,7.2,.493,2.3,2.5,.920,1.4,5.6,7.0,4.4,1.2,0.8,3.5,3.3,16.7,,97,113
186,Kyle Guy\guyky01,SG,22,SAC,2,0,4,12.2,24.4,.500,0.0,12.2,.000,12.2,12.2,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,,98,120
187,Rui Hachimura\hachiru01,PF,21,WAS,41,41,1217,8.4,17.5,.478,0.8,2.8,.274,7.6,14.7,.517,3.5,4.3,.829,2.4,7.1,9.5,2.7,1.3,0.3,1.6,3.4,21.0,,112,117
188,Devon Hall\hallde01,SG,24,OKC,5,0,20,2.4,12.2,.200,0.0,4.9,.000,2.4,7.3,.333,7.3,9.7,.750,0.0,2.4,2.4,7.3,0.0,0.0,2.4,2.4,12.2,,86,117
189,Donta Hall\halldo01,PF,22,DET,4,0,48,1.0,4.1,.250,0.0,0.0,,1.0,4.1,.250,4.1,6.1,.667,6.1,9.2,15.4,2.0,1.0,1.0,2.0,9.2,6.1,,111,112
190,Dusty Hannahs\hannadu01,SG,26,MEM,2,0,13,14.4,32.3,.444,7.2,10.8,.667,7.2,21.6,.333,7.2,7.2,1.000,0.0,3.6,3.6,0.0,0.0,0.0,0.0,3.6,43.1,,120,118
191,Tim Hardaway Jr.\hardati02,SG,27,DAL,63,50,1815,9.2,21.1,.437,4.9,12.1,.407,4.3,9.0,.478,3.2,4.0,.801,0.6,4.7,5.3,3.3,1.0,0.1,1.6,2.8,26.6,,116,114
192,James Harden\hardeja01,SG,30,HOU,61,61,2241,12.5,28.7,.435,5.6,15.9,.352,6.9,12.8,.538,12.8,14.9,.861,1.3,6.7,8.0,9.3,2.2,1.1,5.7,4.3,43.5,,120,109
193,Maurice Harkless\harklma01,SF,26,TOT,62,48,1427,4.7,9.4,.502,1.1,3.3,.347,3.6,6.2,.584,1.3,2.2,.591,1.8,6.2,8.0,2.3,1.9,1.1,1.8,4.9,11.9,,110,108
193,Maurice Harkless\harklma01,SF,26,LAC,50,38,1141,4.6,9.0,.516,1.1,3.0,.370,3.5,6.0,.590,1.0,1.7,.571,1.9,6.3,8.3,2.0,2.0,1.2,1.9,5.0,11.4,,109,106
193,Maurice Harkless\harklma01,SF,26,NYK,12,10,286,5.1,11.2,.455,1.2,4.3,.280,3.9,7.0,.561,2.6,4.1,.625,1.4,5.4,6.8,3.4,1.5,0.5,1.2,4.8,14.0,,114,114
194,Jared Harper\harpeja01,PG,22,PHO,3,0,8,5.9,23.7,.250,0.0,11.8,.000,5.9,11.8,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,,54,120
195,Montrezl Harrell\harremo01,C,26,LAC,63,2,1749,12.7,21.9,.580,0.0,0.5,.000,12.7,21.4,.593,6.2,9.5,.658,4.4,7.6,12.0,2.9,1.1,1.9,2.9,3.9,31.6,,119,107
196,Gary Harris\harriga01,SG,25,DEN,56,55,1780,6.0,14.4,.420,1.9,5.8,.333,4.1,8.6,.479,2.1,2.6,.815,0.7,3.8,4.5,3.3,2.1,0.4,1.7,3.2,16.1,,105,111
